,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Player
1256,2023-09-23,Sat,Premier League,Matchweek 6,Home,L 0–1,Burnley,Manchester Utd,N,RW,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1257,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Burnley,Newcastle Utd,N,RW,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Match Report,Jacob Bruun Larsen
1258,2023-10-03,Tue,Premier League,Matchweek 2,Away,W 2–1,Burnley,Luton Town,N,RW,16,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1259,2023-10-07,Sat,Premier League,Matchweek 8,Home,L 1–4,Burnley,Chelsea,N,LW,12,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Match Report,Jacob Bruun Larsen
1260,2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–3,Burnley,Brentford,N,RW,14,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Match Report,Jacob Bruun Larsen
1261,2023-10-28,Sat,Premier League,Matchweek 10,Away,L 1–2,Burnley,Bournemouth,N,"RW,LW",23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1262,2023-11-04,Sat,Premier League,Matchweek 11,Home,L 0–2,Burnley,Crystal Palace,N,CM,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1263,2023-11-11,Sat,Premier League,Matchweek 12,Away,L 1–3,Burnley,Arsenal,N,LM,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1264,2023-11-25,Sat,Premier League,Matchweek 13,Home,L 1–2,Burnley,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jacob Bruun Larsen
1265,2023-12-02,Sat,Premier League,Matchweek 14,Home,W 5–0,Burnley,Sheffield Utd,Y,RM,64,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1266,2023-12-05,Tue,Premier League,Matchweek 15,Away,L 0–1,Burnley,Wolves,Y,"RM,LM",69,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Match Report,Jacob Bruun Larsen
1267,2023-12-09,Sat,Premier League,Matchweek 16,Away,D 1–1,Burnley,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jacob Bruun Larsen
1268,2023-12-16,Sat,Premier League,Matchweek 17,Home,L 0–2,Burnley,Everton,Y,RM,81,1,0,1,0,0,0,0,,0,0,0,0,1,2,1,0,Match Report,Jacob Bruun Larsen
1269,2023-12-23,Sat,Premier League,Matchweek 18,Away,W 2–0,Burnley,Fulham,Y,RM,45,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Match Report,Jacob Bruun Larsen
1270,2023-12-26,Tue,Premier League,Matchweek 19,Home,L 0–2,Burnley,Liverpool,N,FW,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1271,2023-12-30,Sat,Premier League,Matchweek 20,Away,L 2–3,Burnley,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jacob Bruun Larsen
1272,2024-01-12,Fri,Premier League,Matchweek 21,Home,D 1–1,Burnley,Luton Town,N,RM,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1273,2024-01-31,Wed,Premier League,Matchweek 22,Away,L 1–3,Burnley,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Jacob Bruun Larsen
1274,2024-02-03,Sat,Premier League,Matchweek 23,Home,D 2–2,Burnley,Fulham,N,LB,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1275,2024-02-10,Sat,Premier League,Matchweek 24,Away,L 1–3,Burnley,Liverpool,N,RM,5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Match Report,Jacob Bruun Larsen
1276,2024-02-17,Sat,Premier League,Matchweek 25,Home,L 0–5,Burnley,Arsenal,N,LM,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Jacob Bruun Larsen
1277,2023-08-14,Mon,Premier League,Matchweek 1,Away,L 0–1,Wolves,Manchester Utd,N,LB,14,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Match Report,Hugo Bueno
1278,2023-08-19,Sat,Premier League,Matchweek 2,Home,L 1–4,Wolves,Brighton,N,LB,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Hugo Bueno
1279,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 1–0,Wolves,Everton,Y,LB,84,1,0,0,0,1,0,0,,0,1,1,0,0,1,1,0,Match Report,Hugo Bueno
1280,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 2–3,Wolves,Crystal Palace,N,LB,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Hugo Bueno
1281,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,Wolves,Liverpool,N,LB,26,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,Match Report,Hugo Bueno
1282,2023-09-23,Sat,Premier League,Matchweek 6,Away,D 1–1,Wolves,Luton Town,N,LB,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Match Report,Hugo Bueno
1283,2023-11-11,Sat,Premier League,Matchweek 12,Home,W 2–1,Wolves,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1284,2023-11-27,Mon,Premier League,Matchweek 13,Away,L 2–3,Wolves,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1285,2023-12-02,Sat,Premier League,Matchweek 14,Away,L 1–2,Wolves,Arsenal,Y,WB,61,6,3,3,2,1,3,4,75.0,1,1,0,1,1,7,2,0,Match Report,Hugo Bueno
1286,2023-12-05,Tue,Premier League,Matchweek 15,Home,W 1–0,Wolves,Burnley,Y,LM,89,3,3,2,1,0,1,2,50.0,1,2,0,2,0,3,2,0,Match Report,Hugo Bueno
1287,2023-12-09,Sat,Premier League,Matchweek 16,Home,D 1–1,Wolves,Nott'ham Forest,Y,LM,68,0,0,0,0,0,0,0,,0,4,0,4,0,0,1,0,Match Report,Hugo Bueno
1288,2023-12-17,Sun,Premier League,Matchweek 17,Away,L 0–3,Wolves,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1289,2023-12-24,Sun,Premier League,Matchweek 18,Home,W 2–1,Wolves,Chelsea,N,WB,4,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,Match Report,Hugo Bueno
1290,2023-12-27,Wed,Premier League,Matchweek 19,Away,W 4–1,Wolves,Brentford,N,WB,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Match Report,Hugo Bueno
1291,2023-12-30,Sat,Premier League,Matchweek 20,Home,W 3–0,Wolves,Everton,N,WB,18,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,Match Report,Hugo Bueno
1292,2024-01-22,Mon,Premier League,Matchweek 21,Away,D 0–0,Wolves,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1293,2024-02-01,Thu,Premier League,Matchweek 22,Home,L 3–4,Wolves,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1294,2024-02-04,Sun,Premier League,Matchweek 23,Away,W 4–2,Wolves,Chelsea,N,WB,4,2,2,1,1,0,1,2,50.0,1,0,0,0,1,3,1,0,Match Report,Hugo Bueno
1295,2024-02-10,Sat,Premier League,Matchweek 24,Home,L 0–2,Wolves,Brentford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1296,2024-02-17,Sat,Premier League,Matchweek 25,Away,W 2–1,Wolves,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Hugo Bueno
1297,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Wolves,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
1298,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 1–1,Wolves,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
1299,2023-10-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Wolves,Bournemouth,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
1300,2023-10-28,Sat,Premier League,Matchweek 10,Home,D 2–2,Wolves,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
1301,2023-11-04,Sat,Premier League,Matchweek 11,Away,L 1–2,Wolves,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
1302,2023-11-27,Mon,Premier League,Matchweek 13,Away,L 2–3,Wolves,Fulham,Y,CB,90,2,1,0,2,0,0,1,0.0,1,5,2,3,0,2,7,0,Match Report,Santiago Bueno
1303,2023-12-02,Sat,Premier League,Matchweek 14,Away,L 1–2,Wolves,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
1304,2023-12-05,Tue,Premier League,Matchweek 15,Home,W 1–0,Wolves,Burnley,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Santiago Bueno
